city,latitude,longitude
"Ningbo, China",29.868336,121.54399
"Panjin, China",41.119997,122.070714
"Panzhihua, China",26.582347,101.718637
"Penghu, China",30.677233,121.015142
"Penglai, China",37.810661,120.758848
"Pingdingshan, China",33.76617,113.192661
"Pingdu, China",36.776358,119.98842
"Pingtung, China",33.586504,111.991312
"Qingdao, China",36.067108,120.382609
"Qingyuan, China",23.681764,113.056031
"Qinhuangdao, China",39.935385,119.600493
"Qiqihar, China",47.354348,123.918186
"Quanzhou, China",24.874132,118.675676
"Qujing, China",25.49,103.796167
"Quzhou, China",28.97008,118.859457
"Rizhao, China",35.416734,119.526925
"Rongcheng, China",37.16516,122.486658
"Rushan, China",36.919816,121.539764
"Sanmenxia, China",34.772792,111.200367
"Sanya, China",18.252847,109.511909
"Shanghai, China",31.230416,121.473701
"Shantou, China",23.354091,116.681972
"Shanwei, China",22.786186,115.375159
"Shaoguan, China",24.810329,113.597547
"Shaoxing, China",29.995762,120.586109
"Shenyang, China",41.805699,123.431472
"Shenzhen, China",22.543096,114.057865
"Shijiazhuang, China",38.042307,114.51486
"Shizuishan, China",38.983236,106.383304
"Shouguang, China",36.85576,118.79074
"Suqian, China",33.963232,118.275198
"Suzhou, China",31.298979,120.58529
"Taian, China",36.200252,117.087614
"Taicang, China",31.457735,121.13055
"Taichung, China",24.163165,120.674669
"Tainan, China",23.69781,120.960515
"Taipei, China",25.032969,121.565418
"Taitung, China",22.797245,121.07137
"Taiyuan, China",37.87059,112.548879
"Taizhou, China",28.65638,121.42076
"Tangshan, China",39.630867,118.180194
"Taoyuan, China",28.902503,111.488925
"Tianjin, China",39.084158,117.200983
"Tongchuan, China",34.896756,108.945233
"Urumqi, China",43.825592,87.616848
"Wafangdian, China",39.627114,121.979603
"Weifang, China",36.706962,119.161749
"Weihai, China",37.513068,122.12042
"Weinan, China",34.499995,109.509786
"Wendeng, China",37.193886,122.057941
"Wenzhou, China",27.993828,120.699362
"Wuhan, China",30.593099,114.305393
"Wuhu, China",31.352859,118.432941
"Wujiang, China",31.138677,120.645158
"Wuxi, China",31.49117,120.31191
"Xiamen, China",24.479834,118.089425
"Xi'An, China",34.341575,108.93977
"Xiangtan, China",27.829738,112.944049
"Xianyang, China",34.329605,108.708991
"Xingtai, China",37.070589,114.504844
"Xining, China",36.617134,101.778224
"Xuzhou, China",34.205768,117.284124
"Yan'An, China",36.585445,109.489757
"Yancheng, China",33.347316,120.16366
"Yangjiang, China",21.857958,111.982232
"Yangquan, China",37.856972,113.580519
"Yangzhou, China",32.394213,119.412947
"Yantai, China",37.463822,121.447935
"Yibin, China",28.751769,104.643215
"Yichang, China",30.691967,111.286471
"Yilan, China",46.324534,129.567985
"Yinchuan, China",38.487194,106.230909
"Yingkou, China",40.667012,122.235418
"Yiwu, China",29.306757,120.07514
"Yixing, China",31.340637,119.823308
"Yueyang, China",29.356804,113.12873
"Yunfu, China",22.915094,112.044491
"Yunlin, China",38.28539,109.734589
"Yuxi, China",24.347324,102.527197
"Zaozhuang, China",34.810488,117.323725
"Zhangjiagang, China",31.875572,120.556005
"Zhangjiajie, China",29.117096,110.479191
"Zhangjiakou, China",40.767545,114.886335
"Zhangqiu, China",36.681259,117.526228
"Zhanjiang, China",21.270746,110.359336
"Zhaoqing, China",23.047192,112.465091
"Kingsport-Bristol-Bristol, Tn-Va, United States of America",37.431573,-78.656894
"Klamath Falls, Or, United States of America",42.224867,-121.78167
"Knoxville, Tn, United States of America",35.960638,-83.920739
"La Crosse, Wi-Mn, United States of America",43.801356,-91.239581
"Laconia, Nh, United States of America",43.527855,-71.470351
"Lafayette, In, United States of America",40.416702,-86.875287
"Lafayette, La, United States of America",30.22409,-92.019843
"Lake Charles, La, United States of America",30.226595,-93.217376
"Lakeland, Fl, United States of America",28.039465,-81.949804
"Lakeview,Lake,Or, United States of America",42.188772,-120.345792
"Lancaster, Pa, United States of America",40.037876,-76.305514
"Lansing-East Lansing, Mi, United States of America",42.761259,-84.542783
"Las Vegas-Paradise, Nv, United States of America",36.097195,-115.146665
"Lawrenceburg, Tn, United States of America",35.242302,-87.334739
"Lawton, Ok, United States of America",34.603567,-98.395929
"Lebanon, Nh-Vt, United States of America",43.642293,-72.251757
"Lebanon, Pa, United States of America",40.340925,-76.41135
"Lewiston-Auburn, Me, United States of America",44.016481,-70.285667
"Lexington-Fayette, Ky, United States of America",38.040584,-84.503716
"Libby,Lincoln,Mt, United States of America",48.388286,-115.555999
"Lincoln, Ne, United States of America",40.825763,-96.685198
"Little Rock-North Little Rock-Conway, Ar, United States of America",34.726942,-92.334489
"Logan, Ut-Id, United States of America",41.73698,-111.833836
"Los Angeles-Long Beach-Santa Ana, Ca, United States of America",33.759178,-118.131183
"Louisville/Jefferson County, Ky-In, United States of America",38.252665,-85.758456
"Lumberton, Nc, United States of America",34.61822,-79.008642
"Lynchburg, Va, United States of America",37.413754,-79.142246
"Macon, Ga, United States of America",32.840695,-83.632402
"Madera, Ca, United States of America",36.961336,-120.060718
"Madison, Wi, United States of America",43.073052,-89.40123
"Manchester-Nashua, Nh, United States of America",42.77995,-71.477185
"Manistee,Manistee,Mi, United States of America",44.244447,-86.324253
"Marshall, Mn, United States of America",44.448423,-95.791192
"Marshall, Tx, United States of America",32.544871,-94.367418
"Mcalester, Ok, United States of America",34.93343,-95.769713
"Mcallen-Edinburg-Mission, Tx, United States of America",26.215907,-98.325293
"Medford, Or, United States of America",42.326515,-122.875595
"Memphis, Tn-Ms-Ar, United States of America",35.149534,-90.04898
"Mena,Polk,Ar, United States of America",34.586217,-94.239655
"Merced, Ca, United States of America",37.302163,-120.482968
"Miami-Fort Lauderdale-Pompano Beach, Fl, United States of America",27.574312,-80.802607
"Michigan City-La Porte, In, United States of America",41.707539,-86.89503
"Middlesborough, Ky, United States of America",36.607257,-83.714285
"Milwaukee-Waukesha-West Allis, Wi, United States of America",43.016681,-88.007031
"Minneapolis-St. Paul-Bloomington, Mn-Wi, United States of America",44.938911,-93.117755
"Missoula, Mt, United States of America",46.878718,-113.996586
"Mobile, Al, United States of America",30.695366,-88.039891
"Modesto, Ca, United States of America",37.639097,-120.996878
"Montgomery, Al, United States of America",32.366805,-86.299969
"Morgantown, Wv, United States of America",39.629526,-79.955897
"Mount Vernon-Anacortes, Wa, United States of America",48.46597,-122.324776
"Muncie, In, United States of America",40.193377,-85.38636
"Muscatine, Ia, United States of America",41.424473,-91.043205
"Napa, Ca, United States of America",38.297538,-122.286865
"Nashville-Davidson-Murfreesboro-Franklin, Tn, United States of America",35.89948,-86.781189
"New Castle, In, United States of America",39.928935,-85.370248
"New Haven-Milford, Ct, United States of America",41.230698,-73.064036
"New Orleans-Metairie-Kenner, La, United States of America",29.98453,-90.204452
"New York-Northern New Jersey-Long Island, Ny-Nj-Pa, United States of America",41.203322,-77.194525
"Niles-Benton Harbor, Mi, United States of America",42.104359,-86.445355
"Nogales, Az, United States of America",31.340378,-110.934253
"Norwich-New London, Ct, United States of America",41.524265,-72.07591
"Ogden-Clearfield, Ut, United States of America",41.110777,-112.026054
"Oklahoma City, Ok, United States of America",35.46756,-97.516428
"Omaha-Council Bluffs, Ne-Ia, United States of America",41.218364,-95.817993
"Orlando-Kissimmee, Fl, United States of America",28.294555,-81.408858
"Owensboro, Ky, United States of America",37.771907,-87.111168
"Oxnard-Thousand Oaks-Ventura, Ca, United States of America",34.159817,-119.045183
"Paducah, Ky-Il, United States of America",37.083389,-88.600048
"Parkersburg-Marietta-Vienna, Wv-Oh, United States of America",39.263721,-81.555488
"Pascagoula, Ms, United States of America",30.365755,-88.556127
"Philadelphia-Camden-Wilmington, Pa-Nj-De-Md, United States of America",39.601241,-75.941023
"Zhaoyuan, China",37.355469,120.434072
"Zhengzhou, China",34.746611,113.625328
"Zhenjiang, China",32.187849,119.425836
"Zhongshan, China",22.516999,113.392725
"Zhoushan, China",29.985295,122.207216
"Zhuhai, China",22.270978,113.576678
"Zhuji, China",29.708692,120.246863
"Zhuzhou, China",27.827987,113.133853
"Zibo, China",36.813487,118.054927
"Zigong, China",29.33903,104.778442
"Zunyi, China",27.725654,106.927389
"Armenia, Colombia",4.535,-75.675689
"Barbosa, Colombia",5.934363,-73.615679
"Bello, Colombia",6.336729,-75.559589
"Bogot�, Colombia",,
"Bucaramanga, Colombia",7.119349,-73.122742
"Caldas, Colombia",5.29826,-75.247906
"Cali, Colombia",3.451647,-76.531985
"Ci_naga, Colombia",11.007984,-74.248926
"Copacabana, Colombia",6.357621,-75.505078
"Girardota, Colombia",6.378322,-75.449517
"Itag��, Colombia",,
"La Estrella, Colombia",6.138751,-75.635586
"Manizales, Colombia",5.070275,-75.513817
"Medellin, Colombia",6.253041,-75.564574
"Pasto, Colombia",1.205884,-77.285787
"Sabaneta, Colombia",6.150559,-75.61682
"Santa Marta, Colombia",11.240355,-74.211023
"Valledupar, Colombia",10.474245,-73.243633
"Alajuela, Costa Rica",10.391583,-84.438272
"Bel_n, Costa Rica",9.748917,-83.753428
"Cartago, Costa Rica",9.75396,-83.677393
"Heredia, Costa Rica",10.473523,-84.016742
"Moravia, Costa Rica",10.010133,-84.011454
"San Jos_, Costa Rica",9.928069,-84.090725
"Santa Ana, Costa Rica",9.926898,-84.183075
"Kutina, Croatia",45.479281,16.776327
"Osijek, Croatia",45.554962,18.695514
"Rijeka, Croatia",45.327063,14.442176
"Sisak, Croatia",45.485077,16.373116
"Zagreb, Croatia",45.815011,15.981919
"Ayia Marina, Cyprus",35.039838,32.900311
"Larnaka, Cyprus",34.850721,33.483191
"Limassol, Cyprus",34.70713,33.022617
"Nicosia, Cyprus",35.185566,33.382276
"Pafos, Cyprus",34.772013,32.429737
"Beroun, Czech Republic",49.967205,14.086284
"Brandys, Czech Republic",49.762799,15.051998
"Brno, Czech Republic",49.19506,16.606837
"Ceska Lipa, Czech Republic",50.67852,14.539699
"Ceske Budejovice, Czech Republic",48.975658,14.480255
"Cesky Tesin, Czech Republic",49.747044,18.623796
"Cheb, Czech Republic",50.079533,12.369864
"Chomutov, Czech Republic",50.463498,13.410737
"Decin, Czech Republic",50.772556,14.212761
"Frydek-Mistek, Czech Republic",49.681931,18.367322
"Havirov, Czech Republic",49.780392,18.430625
"Hradec Kralove, Czech Republic",50.210361,15.825211
"Jablonec, Czech Republic",49.685271,14.223683
"Jic�n, Czech Republic",50.435333,15.361044
"Jihlava, Czech Republic",49.398378,15.587041
"Karlovy Vary, Czech Republic",50.231852,12.871962
"Karvina, Czech Republic",49.856652,18.543219
"Kladno, Czech Republic",50.141699,14.106746
"Kutna Hora, Czech Republic",49.952431,15.268654
"Liberec, Czech Republic",50.76628,15.054339
"Litomerice, Czech Republic",50.53842,14.130546
"Mlada Boleslav, Czech Republic",50.413425,14.908438
"Most, Czech Republic",50.501555,13.632912
"Olomouc-Hejcin, Czech Republic",49.60463,17.240275
"Opava, Czech Republic",49.94066,17.894799
"Orlova, Czech Republic",49.870138,18.425008
"Ostrava, Czech Republic",49.820923,18.262524
"Pardubice, Czech Republic",50.034309,15.781199
"Plzen, Czech Republic",49.738431,13.373637
"Prague, Czech Republic",50.075538,14.4378
"Prerov, Czech Republic",49.456479,17.45023
"Pribram, Czech Republic",49.685432,13.998945
"Prostejov, Czech Republic",49.472449,17.106751
"Rychnov N. Kneznou, Czech Republic",50.165965,16.277684
"Sokolov, Czech Republic",50.174529,12.659892
"Stankov, Czech Republic",49.553735,13.06921
"Tabor, Czech Republic",49.412989,14.677466
"Tanvald, Czech Republic",50.737529,15.307882
"Teplice, Czech Republic",50.644458,13.835284
"Trebic, Czech Republic",49.214787,15.879552
"Trinec, Czech Republic",49.677631,18.67079
"Trutnov, Czech Republic",50.565384,15.909092
"Uherske Hradiste, Czech Republic",49.059797,17.49585
"Usti Nad Labem, Czech Republic",50.661116,14.053146
"Vodnany, Czech Republic",49.147897,14.175131
"Vsetin, Czech Republic",49.338925,17.993852
"Vyskov, Czech Republic",49.277452,16.996099
"Zlin, Czech Republic",49.224437,17.662763
"Znojmo, Czech Republic",48.855911,16.054268
"Aalborg, Denmark",57.04882,9.921747
"Arhus, Denmark",56.162939,10.203921
"Copenhagen, Denmark",55.676097,12.568337
"Keldsnor, Denmark",54.729148,10.710315
"Odense, Denmark",55.403756,10.40237
"Lorient, France",47.748252,-3.370245
"Lourdes, France",43.091463,-0.045726
"Lucciana, France",42.547134,9.417275
"Luce, France",48.439575,1.466895
"Lunel-Viel, France",43.677936,4.092158
"Luneville, France",48.592237,6.492339
"Lyon, France",45.764043,4.835659
"Macon, France",46.306884,4.828731
"Malroy, France",49.171604,6.216409
"Manosque, France",43.835744,5.790916
"Marcq-En-Baroeul, France",50.670368,3.096267
"Marignane, France",43.421274,5.218332
"Marmande, France",44.500484,0.159869
"Marseille, France",43.296482,5.36978
"Martigues, France",43.404811,5.053728
"Matoury, France",47.850753,3.903146
"Maubeuge, France",50.280228,3.9674
"Melun, France",48.542105,2.6554
"Merignac, France",44.844877,-0.656358
"Metz, France",49.119309,6.175716
"Meze, France",43.425594,3.606834
"Miramas, France",43.588896,5.002136
"Miribel, France",45.824508,4.954543
"Montandon, France",47.29717,6.834709
"Montbeliard, France",47.510356,6.798466
"Montceau-Les-Mines, France",46.67413,4.362979
"Mont-De-Marsan, France",43.893485,-0.499782
"Montlucon, France",46.341547,2.601991
"Montpellier, France",43.610769,3.876716
"Mulhouse, France",47.750839,7.335888
"Munchhausen, France",48.920143,8.147462
"Nancy, France",48.692054,6.184417
"Nantes, France",47.218371,-1.553621
"Neuves-Maisons, France",48.614365,6.106728
"Nevers, France",46.990896,3.162845
"Nice, France",43.710173,7.261953
"Nimes, France",43.836699,4.360054
"Niort, France",46.323716,-0.464777
"Noeux-Les-Mines, France",50.481212,2.662174
"Nogent-Sur-Marne, France",48.837631,2.481699
"Nogent-Sur-Oise, France",49.278948,2.464688
"Notre-Dame-De-Bliquetuit, France",49.496075,0.755175
"Nuits-Saint-Georges, France",47.137985,4.95032
"Orleans, France",47.902964,1.909251
"Outreau, France",50.706513,1.59255
"Oyonnax, France",46.257773,5.655335
"Pantin, France",48.894533,2.40963
"Paray-Le-Fresil, France",46.656629,3.610482
"Paris, France",48.856614,2.352222
"Passy, France",45.923392,6.684919
"Pau, France",43.2951,-0.370797
"Peillon, France",43.777924,7.382182
"Perigueux, France",45.184029,0.721115
"Perpignan, France",42.688659,2.894833
"Peyrusse-Vieille, France",43.629637,0.180711
"Pointe-A-Pitre, France",44.079822,1.989462
"Poitiers, France",46.580224,0.340375
"Pont-A-Mousson, France",48.90329,6.054868
"Port-De-Bouc, France",43.405449,4.985931
"Portes-Les-Valence, France",44.875215,4.884814
"Port-Saint-Louis-Du-Rhone, France",43.387847,4.803225
"Prunay-Le-Temple, France",48.861682,1.673555
"Pusignan, France",45.752953,5.066754
"Puteaux, France",48.884748,2.23964
"Quimper, France",47.997542,-4.097899
"Rageade, France",45.104799,3.277541
"Rambouillet, France",48.643868,1.829079
"Reims, France",49.258329,4.031696
"Rennes, France",48.117266,-1.677793
"Rieux, France",47.597764,-2.107032
"Rive-De-Gier, France",45.527692,4.615349
"Roanne, France",46.034432,4.072695
"Rognac, France",43.487871,5.23463
"Roisey, France",45.388011,4.67193
"Romans-Sur-Isere, France",45.044236,5.052735
"Roubaix, France",50.692705,3.177847
"Rouen, France",49.443232,1.099971
"Roumazieres-Loubert, France",45.91195,0.591641
"Roussillon, France",43.902293,5.292936
"Saillat-Sur-Vienne, France",45.87062,0.814777
"Saint-Brieuc, France",48.51418,-2.765835
"Saint-Brisson, France",47.271968,4.090409
"Saint-Chamond, France",45.476088,4.512712
"Saint-Denis, France",48.936181,2.357443
"Saint-Denis-D'Anjou, France",47.790671,-0.442238
"Saint-Dizier, France",48.637692,4.947418
"Sainte-Marguerite-Sur-Mer, France",49.905407,0.954487
"Sainte-Savine, France",48.293191,4.056495
"Sainte-Suzanne, France",48.097456,-0.349277
"Saint-Etienne, France",45.439695,4.387178
"Saint-Etienne-De-Montluc, France",47.276451,-1.78059
"Saint-Fons, France",45.708874,4.853374
"Saint-Gely-Du-Fesc, France",43.69208,3.804436
"Saint-Germain-Sur-Rhone, France",46.059341,5.817615
"Saint-Jean-De-Braye, France",47.912048,1.970843
"Saint-Jean-De-Maurienne, France",45.275403,6.344886
"Saint-Joseph, France",49.528928,-1.519935
"Saint-Julien-Les-Metz, France",49.133658,6.202202
"Saint-Julien-Mont-Denis, France",45.255932,6.404084
"Saint-Junien, France",45.88716,0.901165
"Ambato, Ecuador",-1.254341,-78.62285
"Cuenca, Ecuador",-2.900128,-79.005896
"Ibarra, Ecuador",0.339176,-78.122234
"Latacunga, Ecuador",-0.775495,-78.52065
"Manta, Ecuador",-0.967653,-80.70891
"Milagro, Ecuador",-2.138768,-79.594054
"Portoviejo, Ecuador",-1.054723,-80.45249
"Quito, Ecuador",-0.180653,-78.467838
"Santo Domingo, Ecuador",-0.238904,-79.177427
"Delta Region, Egypt",,
"Greater Cairo, Egypt",30.04442,31.235712
"San Salvador, El Salvador",13.69294,-89.218191
"Kohtla-Jarve, Estonia",59.397474,27.279751
"Narva, Estonia",59.37968,28.179133
"Tallinn, Estonia",59.436961,24.753575
"Tartu, Estonia",58.377625,26.729006
"Harjavalta, Finland",61.31371,22.141306
"Helsinki, Finland",60.169856,24.938379
"Hyvink__, Finland",60.629952,24.85808
"Imatra, Finland",61.171384,28.765148
"Jyv_skyl_, Finland",,
"Kajaani, Finland",64.227056,27.728601
"Kotka, Finland",60.466567,26.94594
"Kouvola, Finland",60.867884,26.70416
"Kuopio, Finland",62.89797,27.678172
"Lahti, Finland",60.982675,25.66121
"Lappeenranta, Finland",61.054993,28.189663
"Lohja, Finland",60.251176,24.067471
"Mikkeli, Finland",61.688727,27.272146
"Muonio, Finland",67.955287,23.684092
"Oulu, Finland",65.012089,25.465077
"Pietarsaari, Finland",63.674244,22.712569
"Pori, Finland",61.485139,21.797418
"Raahe, Finland",64.684633,24.479019
"Tampere, Finland",61.497752,23.760954
"Turku, Finland",60.451813,22.26663
"Vaasa, Finland",63.095089,21.616456
"Valkeakoski, Finland",61.264993,24.031037
"Vantaa, Finland",60.293352,25.037769
"Virolahti, Finland",60.582873,27.706898
"Agen, France",44.203142,0.616363
"Airvault, France",46.82465,-0.138802
"Aix-En-Provence, France",43.529742,5.447427
"Ajaccio, France",41.919229,8.738635
"Albertville, France",45.675535,6.392726
"Albi, France",43.925085,2.148641
"Amiens, France",49.894067,2.295753
"Angers, France",47.478419,-0.563166
"Anglet, France",43.481402,-1.514699
"Angouleme, France",45.648377,0.156237
"Annecy, France",45.899247,6.129384
"Annemasse, France",46.193253,6.234158
"Antibes, France",43.580418,7.125102
"Arles, France",43.676647,4.627777
"Armentieres, France",50.691652,2.884218
"Arrest, France",50.128144,1.61634
"Atton, France",48.890533,6.088963
"Aurillac, France",44.930953,2.444997
"Auxerre, France",47.798202,3.573781
"Avignon, France",43.949317,4.805528
"Aytre, France",46.134424,-1.113732
"Baie-Mahault, France",16.20735,-61.648144
"Bar-Le-Duc, France",48.773605,5.158238
"Bassens, France",44.899835,-0.516238
"Bastia, France",42.697283,9.450881
"Bayonne, France",43.492949,-1.474841
"Beauvais, France",49.429539,2.080712
"Belfort, France",47.639674,6.863849
"Belleville-Sur-Meuse, France",49.174572,5.380236
"Besancon, France",47.237829,6.024054
"Bessieres, France",43.800464,1.606142
"Betheny, France",49.285437,4.064101
"Bethune, France",50.531036,2.63926
"Billere, France",43.302207,-0.39742
"Bizanos, France",43.288931,-0.355226
"Blenod-Les-Pont-A-Mousson, France",48.881159,6.053062
"Blois, France",47.586092,1.335947
"Bobigny, France",48.908612,2.439712
"Bois-Herpin, France",48.369762,2.234933
"Bordeaux, France",44.837789,-0.57918
"Boulogne-Sur-Mer, France",50.725231,1.613334
"Bourg-En-Bresse, France",46.205167,5.225501
"Bourges, France",47.081012,2.398782
"Bourg-Les-Valence, France",44.947037,4.894633
"Bourgoin-Jallieu, France",45.597108,5.27212
"Brest, France",48.390394,-4.486076
"Brive-La-Gaillarde, France",45.159555,1.533937
"Caen, France",49.182863,-0.370679
"Cagnes-Sur-Mer, France",43.663739,7.14882
"Calais, France",50.95129,1.858686
"Cambrai, France",50.173538,3.236633
"Campagne-Les-Boulonnais, France",50.611291,1.994726
"Cannes, France",43.552847,7.017369
"Cappelle-La-Grande, France",50.998763,2.374221
"Carling, France",49.167409,6.714006
"Cartignies, France",50.092535,3.84397
"Castres, France",43.606214,2.241295
"Cayenne, France",48.748573,-0.002211
"Cergy, France",49.035617,2.060325
"Cerise, France",48.4411,0.127341
"Chalons-En-Champagne, France",48.956682,4.363073
"Chalon-Sur-Saone, France",46.780764,4.853947
"Chamalieres, France",45.77412,3.060484
"Chambery, France",45.564601,5.917781
"Chamonix-Mont-Blanc, France",45.923697,6.869433
"Champforgeuil, France",46.820327,4.836557
"Charleville-Mezieres, France",49.762085,4.726096
"Chateauneuf-Les-Martigues, France",43.38296,5.164636
"Chateauroux, France",46.811434,1.686779
"Chatenois, France",48.272518,7.399494
"Chauny, France",49.615576,3.219421
"Cherbourg-Octeville, France",49.633731,-1.622137
"Cholet, France",47.059407,-0.879787
"Clermont-Ferrand, France",45.777222,3.087025
"Cognac, France",45.691046,-0.328744
"Colmar, France",48.079359,7.358512
"Contes, France",43.815268,7.31775
"Coulommiers, France",48.813071,3.083497
"Creil, France",49.257687,2.478391
"Crolles, France",45.284906,5.882983
"Daix, France",47.35172,4.999293
"Dax, France",43.708608,-1.051945
"Denain, France",50.328225,3.397325
"Dieppe, France",49.922992,1.077483
"Dijon, France",47.322047,5.04148
"Dole, France",47.09534,5.49081
"Donges, France",47.318789,-2.074694
"Douai, France",50.367874,3.080602
"Dreux, France",48.736134,1.370889
"Dunkerque, France",51.034368,2.376776
"Echirolles, France",45.142151,5.718034
"Epernay, France",49.043411,3.956242
"Epinal, France",48.172402,6.449403
"Escautpont, France",50.424383,3.561396
"Evreux, France",49.027013,1.151361
"Feyzin, France",45.673616,4.859394
"Fleville-Devant-Nancy, France",48.625632,6.205573
"Florange, France",49.321374,6.118282
"Fontaine, France",45.192754,5.688211
"Fontainebleau, France",48.404676,2.70162
"Forbach, France",49.186515,6.895295
"Fort-De-France, France",14.616065,-61.05878
"Fos-Sur-Mer, France",43.437882,4.945711
"Fremainville, France",49.065909,1.866658
"Frolois, France",48.56409,6.125737
"Frossay, France",47.244253,-1.934206
"Gaillard, France",46.184685,6.208959
"Gandrange, France",49.272195,6.13531
"Gap, France",44.559638,6.079758
"Gardanne, France",43.452598,5.471736
"Genas, France",45.732041,5.001291
"Gennevilliers, France",48.925525,2.293275
"Gonesse, France",48.986463,2.449772
"Grand-Couronne, France",49.357383,1.007075
"Grande-Synthe, France",51.013547,2.302577
"Gravelines, France",50.98707,2.125537
"Grenoble, France",45.188529,5.724524
"Gueret, France",46.169599,1.871452
"Guipry, France",47.824931,-1.841174
"Hayange, France",49.329827,6.062166
"Heming, France",48.694008,6.965907
"Hornaing, France",50.369348,3.337115
"Hyeres, France",43.120541,6.128639
"Ifs, France",49.140254,-0.350503
"Issoire, France",45.54151,3.248128
"Issoudun, France",46.947535,1.988654
"Jonville-En-Woevre, France",49.067266,5.779232
"Joue-Les-Tours, France",47.351861,0.66131
"La Coulonche, France",48.647835,-0.45693
"La Couronne, France",45.608466,0.101397
"La Lechere, France",45.486932,6.415913
"La Mulatiere, France",45.726843,4.81522
"La Rochelle, France",46.160329,-1.151139
"La Roche-Sur-Yon, France",46.670511,-1.426442
"La Talaudiere, France",45.480702,4.432911
"La Tardiere, France",46.660858,-0.732981
"Labastide-Cezeracq, France",43.375555,-0.538669
"Laval, France",48.078515,-0.766991
"Le Creusot, France",46.805351,4.4278
"Le Havre, France",49.49437,0.107929
"Le Lamentin, France",14.627643,-60.988924
"Le Mans, France",48.00611,0.199556
"Le Palais-Sur-Vienne, France",45.866629,1.325705
"Le Petit-Quevilly, France",49.429895,1.054325
"Le Pontet, France",43.959149,4.863831
"Le Puy-En-Velay, France",45.042768,3.882936
"Le Robert, France",,
"Le Tampon, France",45.701695,3.127586
"Lens, France",50.42893,2.83183
"Les Abymes, France",47.020191,1.694777
"Les Ancizes-Comps, France",45.931449,2.806205
"Les Mazures, France",49.88797,4.626513
"L'Hopital, France",49.159773,6.733282
"Lille, France",50.62925,3.057256
"Limoges, France",45.833619,1.261105
"Lisieux, France",49.145922,0.227849
"Lognes, France",48.836571,2.632738
"Longlaville, France",49.533942,5.800257
"Lons-Le-Saunier, France",46.671361,5.550796
"Saint-Laurent-Blangy, France",50.300542,2.801689
"Saint-Laurent-Des-Arbres, France",44.05483,4.699936
"Saint-Lo, France",49.115469,-1.082814
"Saint-Louis, France",47.585995,7.563934
"Saint-Martin-D'Heres, France",45.165133,5.767761
"Saint-Martin-Du-Tertre, France",49.107764,2.35001
"Saint-Michel-L'Observatoire, France",43.910292,5.715194
"Saint-Nazaire, France",47.273498,-2.213848
"Saint-Nazaire-Le-Desert, France",44.570334,5.274508
"Saint-Paul, France",43.696973,7.122138
"Saint-Pierre, France",45.257298,6.400683
"Saint-Quentin, France",49.847066,3.2874
"Saint-Remy-Sur-Avre, France",48.762494,1.238762
"Salaise-Sur-Sanne, France",45.344334,4.817731
"Salome, France",50.538031,2.836113
"Salon-De-Provence, France",43.640199,5.097022
"Salouel, France",49.870724,2.247804
"Sarreguemines, France",49.106031,7.070862
"Sarrola-Carcopino, France",41.999768,8.830763
"Schoelcher, France",14.647867,-61.099545
"Schoeneck, France",49.220507,6.923948
"Sens, France",48.20065,3.28268
"Strasbourg, France",48.573405,7.752111
"Talence, France",44.802614,-0.588054
"Tarbes, France",43.232951,0.078082
"Tartas, France",43.832059,-0.809343
"Ternay, France",45.603447,4.809996
"Thionville, France",49.357571,6.168426
"Toulon, France",43.124228,5.928
"Toulouse, France",43.604652,1.444209
"Tourcoing, France",50.724993,3.16207
"Tours, France",47.394144,0.68484
"Tremblay-En-France, France",48.979952,2.557211
"Troyes, France",48.297345,4.074401
"Tulle, France",45.26565,1.771697
"Val-De-Reuil, France",49.272602,1.217085
"Valence, France",44.933393,4.89236
"Valenciennes, France",50.357113,3.518332
"Vannes, France",47.658236,-2.760847
"Vaulx-En-Velin, France",45.782029,4.922661
"Venaco, France",42.233893,9.173558
"Verneuil, France",49.104122,3.671497
"Vesoul, France",47.619788,6.15428
"Vienne, France",45.525587,4.874339
"Vierzon, France",47.221438,2.069791
"Vif, France",45.056206,5.66912
"Village-Neuf, France",47.605595,7.571128
"Villefranche-Sur-Saone, France",45.991471,4.718821
"Villemandeur, France",47.990319,2.710694
"Villeurbanne, France",45.771944,4.890171
"Villiers-En-Bois, France",46.148411,-0.404359
"Vitry-Sur-Seine, France",48.792001,2.39851
"Vittel, France",48.202541,5.943497
"Voiron, France",45.362713,5.591349
"Volmunster, France",49.12171,7.356399
"Wingles, France",50.494578,2.852404
"Abastumani, Georgia",41.755569,42.831522
"Tbilisi, Georgia",41.715138,44.827096
"Aachen, Germany",50.775346,6.083887
"Aalen, Germany",48.836689,10.097116
"Altenburg, Germany",50.99312,12.436657
"Annaberg-Buchholz, Germany",50.578587,13.007584
"Ansbach, Germany",49.300425,10.571936
"Arzberg, Germany",50.057795,12.189369
"Aschaffenburg, Germany",49.980663,9.135555
"Augsburg, Germany",48.370545,10.89779
"Bad Arolsen/Kohlgrund, Germany",51.435531,8.943719
"Baden-Baden, Germany",48.76564,8.228524
"Bamberg, Germany",49.898814,10.902764
"Bautzen, Germany",51.182293,14.423775
"Bebra, Germany",50.968884,9.797342
"Berlin, Germany",52.520007,13.404954
"Bernburg, Germany",51.783358,11.753733
"Bernhausen, Germany",48.676252,9.224863
"Biberach, Germany",48.095147,9.790152
